City,Contract,is_payment_recurring,Tenure Months,Tech Support,Online Security,Internet Service,Payment Method,Online Backup,Device Protection,Dependents,Streaming TV,Streaming Movies,is_payment_automatic,Monthly Charges,Paperless Billing,additional_services,Senior Citizen,Partner,CLTV
0.3023541358792772,0.41306467338316544,1,0.4583333333333333,0.13923267326732675,0.3992818671454219,0.1768355739400207,0.4380434782608696,0.20967741935483872,0.21286610878661089,0,0.2878716375648891,0.3230008984725966,0,0.31592039800995025,1,0.75,1,1,0.7998665777184788
0.2508493790263051,0.028169014084507043,0,0.7916666666666666,0.4038531443111596,0.1415929203539823,0.1768355739400207,0.1544,0.3815950920245399,0.21286610878661089,0,0.2878716375648891,0.288183092013078,1,0.5582089552238805,1,0.5,0,0,0.788303313319991
0.25420700185789036,0.09991386735572783,0,0.6666666666666666,0.4038531443111596,0.3992818671454219,0.40854911631730373,0.4380434782608696,0.20967741935483872,0.3784114052953157,0,0.2878716375648891,0.288183092013078,0,0.8034825870646766,1,0.25,1,0,0.23526795641538806
0.2705408232331687,0.09991386735572783,0,0.9444444444444444,0.4038531443111596,0.1415929203539823,0.40854911631730373,0.1540383014154871,0.20967741935483872,0.3784114052953157,0,0.32295373665480426,0.288183092013078,1,0.7791044776119402,1,0.5,1,1,0.8792528352234823
0.2671474510941828,0.09991386735572783,0,0.8194444444444444,0.13923267326732675,0.1415929203539823,0.1768355739400207,0.18595679012345678,0.3815950920245399,0.3784114052953157,0,0.32295373665480426,0.288183092013078,0,0.5059701492537313,1,0.5,0,1,0.6141872359350677
0.2147875291357622,0.41306467338316544,1,0.16666666666666666,0.4038531443111596,0.1415929203539823,0.1768355739400207,0.18595679012345678,0.3815950920245399,0.3784114052953157,1,0.2878716375648891,0.288183092013078,0,0.5134328358208955,1,0.25,0,0,0.84345118968201
0.2671474510941828,0.41306467338316544,1,0.6805555555555555,0.4038531443111596,0.3992818671454219,0.40854911631730373,0.4380434782608696,0.3815950920245399,0.3784114052953157,0,0.2878716375648891,0.288183092013078,0,0.7756218905472637,1,0.0,1,0,0.8674672003557926
0.27460525872317915,0.028169014084507043,0,0.9722222222222222,0.13923267326732675,0.1415929203539823,0.40854911631730373,0.1544,0.20967741935483872,0.21286610878661089,0,0.2878716375648891,0.288183092013078,1,0.9621890547263682,1,1.0,0,0,0.5577051367578385
0.3333297797265236,0.41306467338316544,1,0.5833333333333333,0.4038531443111596,0.3992818671454219,0.40854911631730373,0.4380434782608696,0.20967741935483872,0.3784114052953157,0,0.2878716375648891,0.288183092013078,0,0.8308457711442786,1,0.25,0,0,0.7876362019123859
0.25420700185789036,0.09991386735572783,0,0.8055555555555555,0.4038531443111596,0.1415929203539823,0.1768355739400207,0.18595679012345678,0.20967741935483872,0.21286610878661089,1,0.2878716375648891,0.3230008984725966,0,0.31592039800995025,0,0.75,0,1,0.6006226373137646
0.33099515349505326,0.09991386735572783,0,0.38888888888888884,0.4038531443111596,0.3992818671454219,0.40854911631730373,0.1544,0.3815950920245399,0.3784114052953157,0,0.2878716375648891,0.288183092013078,1,0.7149253731343282,1,0.0,0,1,0.879475205692684
0.28149779652378515,0.41306467338316544,1,0.013888888888888888,0.4038531443111596,0.1415929203539823,0.40854911631730373,0.4380434782608696,0.3815950920245399,0.3784114052953157,0,0.2878716375648891,0.288183092013078,0,0.7696517412935323,1,0.25,0,0,0.46430953969312877
0.21221159814137147,0.09991386735572783,0,0.19444444444444442,0.07295081967213114,0.07295081967213114,0.07295081967213114,0.1544,0.07295081967213114,0.07295081967213114,0,0.07295081967213114,0.07295081967213114,1,0.021393034825870627,0,0.0,0,0,0.6815654881031799
0.21221159814137147,0.028169014084507043,0,0.5416666666666666,0.13923267326732675,0.3992818671454219,0.1768355739400207,0.1544,0.3815950920245399,0.3784114052953157,0,0.32295373665480426,0.3230008984725966,1,0.3139303482587064,1,0.25,0,0,0.04425172337113631
0.30753343055156396,0.41306467338316544,1,0.013888888888888888,0.4038531443111596,0.3992818671454219,0.40854911631730373,0.4380434782608696,0.3815950920245399,0.3784114052953157,0,0.2878716375648891,0.288183092013078,0,0.7597014925373133,1,0.0,0,0,0.45141205247943067
0.1913726138608966,0.41306467338316544,1,0.09722222222222221,0.4038531443111596,0.3992818671454219,0.40854911631730373,0.18595679012345678,0.3815950920245399,0.3784114052953157,1,0.2878716375648891,0.288183092013078,0,0.763681592039801,0,0.0,0,0,0.17411607738492324
0.3333297797265236,0.41306467338316544,1,0.3472222222222222,0.4038531443111596,0.3992818671454219,0.40854911631730373,0.4380434782608696,0.20967741935483872,0.3784114052953157,0,0.2878716375648891,0.3230008984725966,0,0.708955223880597,1,0.25,1,0,0.6328663553480096
0.30571714253096127,0.41306467338316544,1,0.013888888888888888,0.4038531443111596,0.3992818671454219,0.1768355739400207,0.4380434782608696,0.3815950920245399,0.3784114052953157,0,0.32295373665480426,0.3230008984725966,0,0.06517412935323383,1,0.0,0,1,0.633311096286413
0.2188763616461079,0.028169014084507043,0,1.0,0.13923267326732675,0.1415929203539823,0.40854911631730373,0.1544,0.20967741935483872,0.21286610878661089,1,0.2878716375648891,0.288183092013078,1,0.9999999999999999,1,1.0,0,1,0.7720702690682677
0.25420700185789036,0.09991386735572783,0,0.3333333333333333,0.4038531443111596,0.1415929203539823,0.1768355739400207,0.1540383014154871,0.3815950920245399,0.21286610878661089,1,0.32295373665480426,0.3230008984725966,1,0.37810945273631835,1,0.5,0,1,0.35668223259951076
0.29620240557440924,0.41306467338316544,1,0.013888888888888888,0.4038531443111596,0.3992818671454219,0.1768355739400207,0.18595679012345678,0.3815950920245399,0.3784114052953157,0,0.32295373665480426,0.3230008984725966,0,0.06915422885572137,0,0.0,0,0,0.2652879697576162
0.18133220713095233,0.028169014084507043,0,0.375,0.07295081967213114,0.07295081967213114,0.07295081967213114,0.1540383014154871,0.07295081967213114,0.07295081967213114,0,0.07295081967213114,0.07295081967213114,1,0.020895522388059695,0,0.0,0,0,0.6579942183678007
0.2671474510941828,0.41306467338316544,1,0.013888888888888888,0.4038531443111596,0.3992818671454219,0.40854911631730373,0.4380434782608696,0.3815950920245399,0.3784114052953157,0,0.32295373665480426,0.3230008984725966,0,0.5248756218905473,1,0.0,0,1,0.49010451412052475
0.20460211941936263,0.028169014084507043,0,0.986111111111111,0.07295081967213114,0.07295081967213114,0.07295081967213114,0.1540383014154871,0.07295081967213114,0.07295081967213114,0,0.07295081967213114,0.07295081967213114,1,0.07164179104477608,0,0.0,1,1,0.7422726261952413
0.3186358727886944,0.09991386735572783,0,0.7777777777777777,0.13923267326732675,0.3992818671454219,0.40854911631730373,0.4380434782608696,0.20967741935483872,0.3784114052953157,0,0.2878716375648891,0.288183092013078,0,0.8855721393034827,1,0.5,0,1,0.8443406715588169
0.23427035802357088,0.028169014084507043,0,1.0,0.13923267326732675,0.1415929203539823,0.40854911631730373,0.1540383014154871,0.20967741935483872,0.21286610878661089,0,0.2878716375648891,0.288183092013078,1,0.9860696517412934,1,1.0,1,0,0.4458527907493885
0.21221159814137147,0.028169014084507043,0,0.6388888888888888,0.13923267326732675,0.3992818671454219,0.40854911631730373,0.1540383014154871,0.20967741935483872,0.21286610878661089,0,0.2878716375648891,0.288183092013078,1,0.9019900497512437,1,0.75,0,1,0.6929063820324659
0.25420700185789036,0.41306467338316544,1,0.625,0.4038531443111596,0.3992818671454219,0.40854911631730373,0.1544,0.20967741935483872,0.3784114052953157,0,0.32295373665480426,0.3230008984725966,1,0.6283582089552239,0,0.25,0,1,0.8003113186568822
0.2705408232331687,0.09991386735572783,0,0.5,0.07295081967213114,0.07295081967213114,0.07295081967213114,0.1540383014154871,0.07295081967213114,0.07295081967213114,0,0.07295081967213114,0.07295081967213114,1,0.020895522388059695,1,0.0,0,0,0.3386702245941739
0.21221159814137147,0.41306467338316544,1,0.15277777777777776,0.07295081967213114,0.07295081967213114,0.07295081967213114,0.1544,0.07295081967213114,0.07295081967213114,0,0.07295081967213114,0.07295081967213114,1,0.020398009950248763,0,0.0,0,0,0.4858794752056927
0.1913726138608966,0.41306467338316544,1,0.6666666666666666,0.13923267326732675,0.3992818671454219,0.40854911631730373,0.1540383014154871,0.3815950920245399,0.21286610878661089,0,0.2878716375648891,0.288183092013078,1,0.8139303482587064,1,0.5,0,1,0.3257727373804759
0.21221159814137147,0.028169014084507043,0,1.0,0.13923267326732675,0.1415929203539823,0.1768355739400207,0.1544,0.20967741935483872,0.21286610878661089,0,0.2878716375648891,0.288183092013078,1,0.4701492537313433,0,1.0,0,1,0.47053591283077606
0.25420700185789036,0.41306467338316544,1,0.375,0.4038531443111596,0.3992818671454219,0.40854911631730373,0.4380434782608696,0.3815950920245399,0.21286610878661089,1,0.32295373665480426,0.3230008984725966,0,0.5950248756218905,1,0.25,1,0,0.585946186346453
0.29620240557440924,0.41306467338316544,1,0.08333333333333333,0.07295081967213114,0.07295081967213114,0.07295081967213114,0.18595679012345678,0.07295081967213114,0.07295081967213114,0,0.07295081967213114,0.07295081967213114,0,0.006965174129353213,0,0.0,0,0,0.8710251278630197
0.2725216250223885,0.41306467338316544,1,0.2222222222222222,0.13923267326732675,0.3992818671454219,0.40854911631730373,0.4380434782608696,0.3815950920245399,0.3784114052953157,0,0.2878716375648891,0.288183092013078,0,0.7582089552238807,1,0.25,1,0,0.40182343784745383
0.2940377238277111,0.41306467338316544,1,0.9444444444444444,0.4038531443111596,0.3992818671454219,0.40854911631730373,0.4380434782608696,0.20967741935483872,0.3784114052953157,0,0.2878716375648891,0.288183092013078,0,0.8154228855721393,1,0.25,1,1,0.5510340226817878
0.25420700185789036,0.028169014084507043,0,0.625,0.07295081967213114,0.07295081967213114,0.07295081967213114,0.1544,0.07295081967213114,0.07295081967213114,1,0.07295081967213114,0.07295081967213114,1,0.06368159203980098,1,0.0,0,1,0.2312652879697576
